model,eq_oracle,cop,tests,states,equivalent,learning_queries,learning_steps,eq_queries,eq_steps
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,217,969,794,7125
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,190,783,2420,18440
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,245,941,209,1531
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,130,478,181,1383
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,177,688,634,4876
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,216,869,1733,13650
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,214,862,834,6388
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,233,1110,21232,204848
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,170,786,2089,18215
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,126,560,30733,280222
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,118,501,6381,55952
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,172,732,1193,9811
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,120,530,4008,34617
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,199,816,2534,23155
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,220,1034,4040,37000
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,242,1136,4122,39932
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,11,False,218,978,501528,4882996
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,193,817,12662,114914
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,245,1154,5227,48729
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,129,527,489,4288
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,257,1167,6651,62839
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,234,1069,3390,31163
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,192,877,2345,21417
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,200,811,1501,11755
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,207,833,991,7505
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,130,480,304,2235
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,196,768,38,268
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,217,854,625,4832
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,209,815,2107,16918
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,11,False,157,745,501400,4881089
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,114,543,6823,59825
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,171,793,13211,120350
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,143,595,966,8369
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,216,885,8760,79376
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,102,453,4629,39914
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,214,888,7689,69881
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,325,1519,6322,60009
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,244,1071,60729,589013
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,243,1241,108561,1053568
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,215,896,9545,85906
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,346,1669,3050,29156
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,147,615,57,417
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,229,1076,24073,234354
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,230,1052,17149,161660
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,168,813,247,1976
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,234,906,410,3156
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,209,823,1204,9618
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,135,491,9,84
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,194,763,36,275
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,212,840,1074,8467
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,188,761,3118,24625
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,208,1016,171857,1672675
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,131,626,6918,61265
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,148,700,11676,106944
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,116,539,694,5513
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,245,1104,473,4123
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,130,582,1548,13726
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,226,1014,2654,25299
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,256,1198,13487,128875
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,257,1169,3200,29632
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,363,1756,176508,1717772
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,224,911,1593,14511
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,261,1165,21851,211353
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,146,606,699,5888
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,218,1030,21500,209407
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,260,1153,1940,17401
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,140,632,3379,30643
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,232,907,551,4014
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,204,823,1127,8688
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,118,448,734,5363
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,185,717,111,853
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,238,908,512,4130
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,212,828,2516,19991
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,224,1059,150342,1464525
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,132,619,19161,168502
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,205,917,3318,29474
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,124,540,22135,195792
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,193,913,4147,37488
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,125,542,22617,199069
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,212,968,733,6875
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,213,1014,8560,82039
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,239,1133,2465,23366
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,11,False,289,1305,500614,4866184
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,196,846,7703,69764
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,342,1639,4246,40192
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,191,797,155,1227
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,199,898,13752,131968
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,298,1313,56131,527018
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,157,746,1122,9978
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,224,890,694,5203
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,234,910,318,2372
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,124,464,480,3672
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,193,760,62,370
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,202,797,1780,14029
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,184,750,1906,15045
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,254,1190,386196,3757661
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,136,660,884,7473
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,193,863,3785,34095
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,146,622,3330,28519
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,197,932,8221,74869
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,134,532,10108,89825
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,223,909,1044,9601
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,207,982,7400,71136
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,284,1305,9918,93838
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,274,1270,143931,1400556
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,198,881,1228,11907
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,261,1160,25341,244371
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,139,574,730,6686
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,230,1071,9261,89124
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,246,1049,26658,248482
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,194,888,4071,37447
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,202,813,1724,13442
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,216,850,1425,11248
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,135,491,8,70
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,194,762,60,407
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,232,883,753,5901
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,208,832,1535,11721
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,250,1124,87776,855492
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,122,558,40249,357308
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,138,648,19257,174567
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,120,521,3066,26297
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,185,860,4427,39061
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,105,448,16759,149070
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,224,918,1389,11957
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,226,1061,4994,45885
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,333,1591,3578,32930
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,262,1289,80282,780228
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,153,669,18863,171936
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,244,1167,2631,24134
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,130,537,67,560
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,237,1115,4214,39845
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,238,1096,1418,13004
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,149,666,2708,24964
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,214,847,1030,7991
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,217,876,923,6899
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,137,496,19,140
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,178,692,740,6221
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,204,803,2337,18644
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,210,821,1776,14112
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,231,1090,452804,4408010
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,131,634,538,4769
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,135,623,26057,234382
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,136,545,16117,142267
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,166,764,10556,95920
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,111,463,19316,171220
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,164,739,7552,66976
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,211,975,7178,68043
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,309,1430,42799,414833
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,271,1275,217044,2123616
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,224,931,1060,9393
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,234,1118,30707,297156
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,131,542,428,3662
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,247,1131,4112,38645
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,205,923,90721,848420
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,221,1017,16,101
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,239,921,441,3483
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,218,873,864,6238
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,128,473,209,1497
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,198,775,39,293
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,217,862,925,7132
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,177,741,1396,10728
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,202,984,194122,1887219
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,135,638,15077,133050
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,144,687,5631,51621
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,103,435,47255,418849
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,174,723,417,3500
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,100,435,10170,89201
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,212,930,7028,64341
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,205,967,11849,111610
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,280,1239,16008,152887
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,341,1559,392151,3819387
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,224,922,4558,40744
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,257,1230,35150,339549
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,182,714,918,7745
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,192,905,22671,218479
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,166,744,2128,18626
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,212,944,1571,13545
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,203,811,1269,9634
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,217,841,1313,10019
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,132,484,53,401
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,186,742,809,6244
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,221,864,679,5057
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,207,834,1294,10102
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,198,954,68508,665686
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,137,659,6606,57670
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,153,713,8170,75003
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,100,435,8928,79230
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,162,667,2607,22035
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,121,556,973,8310
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,187,816,7103,63856
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,251,1105,15809,152008
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,253,1178,2111,19954
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,325,1475,3083,29286
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,200,857,9988,91165
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,305,1385,2535,23839
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,146,598,1354,11708
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,252,1167,23661,228873
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,277,1213,2816,24929
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,202,988,212,1607
./TLS/mbedtls/1.2.7/TLS12/learnedModel.dot,randomWp,42,500000,6,True,200,803,1401,10677
./TLS/mbedtls/1.1.8/TLS11/learnedModel.dot,randomWp,20,500000,6,True,200,810,1601,12302
./TLS/mbedtls/2.7.8/TLS12/learnedModel.dot,randomWp,72,500000,6,True,136,493,17,111
./TLS/mbedtls/3.0.0p1/TLS12/learnedModel.dot,randomWp,99,500000,8,True,197,771,25,240
./TLS/mbedtls/2.1.5/TLS12/learnedModel.dot,randomWp,81,500000,6,True,199,788,1821,13866
./TLS/mbedtls/1.3.3/TLS12/learnedModel.dot,randomWp,18,500000,6,True,226,899,679,5163
./TLS/openssl/0.9.8a/TLS10/learnedModel.dot,randomWp,33,500000,14,True,185,863,301936,2942864
./TLS/openssl/1.0.2m/TLS12/learnedModel.dot,randomWp,27,500000,8,True,166,743,5304,46583
./TLS/openssl/1.0.2d/TLS12/learnedModel.dot,randomWp,39,500000,10,True,201,884,11930,107588
./TLS/openssl/1.1.0a/TLS12/learnedModel.dot,randomWp,39,500000,8,True,112,511,4137,36333
./TLS/openssl/1.0.1r/TLS12/learnedModel.dot,randomWp,33,500000,11,True,188,820,2034,18215
./TLS/openssl/1.1.1g/TLS12/learnedModel.dot,randomWp,24,500000,8,True,125,551,12333,108012
./TLS/openssl/0.9.8zh/TLS10/learnedModel.dot,randomWp,15,500000,11,True,184,851,8113,73229
./TLS/openssl/1.0.1/TLS12/learnedModel.dot,randomWp,8,500000,13,True,226,1083,1498,13260
./TLS/openssl/1.0.1/TLS10/learnedModel.dot,randomWp,11,500000,14,True,234,1113,7587,72754
./TLS/openssl/0.9.7d/TLS10/learnedModel.dot,randomWp,5,500000,14,True,248,1213,202658,1974260
./TLS/openssl/1.0.0p/TLS10/learnedModel.dot,randomWp,5,500000,11,True,226,930,3075,26542
./TLS/openssl/0.9.8y/TLS10/learnedModel.dot,randomWp,13,500000,14,True,246,1089,22801,218290
./TLS/openssl/0.9.8l/TLS10/learnedModel.dot,randomWp,1,500000,10,True,188,745,2768,23848
./TLS/openssl/1.0.0m/TLS10/learnedModel.dot,randomWp,5,500000,13,True,239,1098,9606,92981
./TLS/openssl/1.0.1d/TLS12/learnedModel.dot,randomWp,2,500000,13,True,274,1229,17845,167344
./TLS/openssl/1.0.0g/TLS10/learnedModel.dot,randomWp,4,500000,11,True,225,1045,716,6451
